timestep,episode,mean_reward,mean_waiting_time,mean_queue_length,mean_utilization,mean_conflicts
23222,68,-749.1115384615384,5.0,14.519444444444444,0.1909722222222222,5.0
23942,69,-724.1125,3.0,14.941666666666666,0.12447916666666667,1.0
24662,70,-719.9147727272727,6.0,14.729166666666666,0.056344696969696975,0.0
25382,71,-717.3875,0.0,11.88888888888889,0.20833333333333334,0.0
26102,72,-730.4125,3.0,13.068055555555556,0.12447916666666667,2.0
26822,73,-730.0,0.0,13.015277777777778,0.0,1.0
27542,74,-736.0,0.0,16.294444444444444,0.0,2.0
28262,75,-729.5815789473684,0.0,12.786111111111111,0.07894736842105263,2.0
28982,76,-730.0,0.0,13.133333333333333,0.0,1.0
29702,77,-826.9521942045137,130.5,12.873611111111112,0.06755047573346543,2.0
30422,78,-728.8142857142857,0.0,13.519444444444444,0.19047619047619047,2.0
31142,79,-736.2857142857142,2.0,13.397222222222222,0.14246031746031745,3.0
31862,80,-717.9557692307692,0.0,12.766666666666667,0.09615384615384617,0.0
32381,81,-1761.0702185352045,137.66666666666666,5.791907514450867,0.15350983235438556,35.0
33101,82,-1372.3024916348063,121.36363636363636,4.1194444444444445,0.09348285473034923,30.0
33821,83,-1704.3928214516827,130.05263157894737,5.083333333333333,0.12604227271478818,18.0
34541,84,-1717.0083816845772,185.0,7.159722222222222,0.06970124444816549,17.0
35261,85,-877.067941252588,61.0,10.819444444444445,0.06873969595889885,16.0
35981,86,-1997.3704584005898,281.6363636363636,9.866666666666667,0.05107473388377874,16.0
36701,87,-1749.539642118087,253.1,11.365277777777777,0.07551455498664446,11.0
37421,88,-838.7012456872342,85.66666666666667,12.766666666666667,0.03470607442474168,5.0
38141,89,-759.2047297297297,2.0,14.51388888888889,0.26475225225225224,9.0
38861,90,-742.1262195121951,3.0,14.540277777777778,0.11537093495934961,4.0
39581,91,-724.0,0.0,17.893055555555556,0.0,0.0
40301,92,-729.6836538461539,2.0,14.775,0.1438301282051282,2.0
41021,93,-724.0,0.0,18.323611111111113,0.0,0.0
41741,94,-743.0916666666667,4.0,14.633333333333333,0.1381172839506173,4.0
42461,95,-724.0,0.0,19.568055555555556,0.0,0.0
43181,96,-756.7671428571429,58.5,14.58611111111111,0.051370370370370365,0.0
43901,97,-721.2085365853659,4.0,15.480555555555556,0.06063685636856368,0.0
44621,98,-729.7076923076922,2.0,13.66388888888889,0.12784900284900283,2.0
45341,99,-863.6892086330935,365.0,15.998611111111112,0.003547162270183853,0.0
46061,100,-1026.9832590391284,215.0,12.504166666666666,0.25084607112065016,11.0
46781,101,-778.0,0.0,12.065277777777778,0.0,9.0
47501,102,-1338.6789192906858,188.25,13.3625,0.1485641094580616,10.0
48221,103,-1058.2952055794447,236.66666666666666,11.748611111111112,0.022899868683383173,11.0
48941,104,-741.7194444444444,1.0,13.581944444444444,0.2771090534979424,5.0
49661,105,-724.994512195122,0.0,17.22222222222222,0.10365853658536585,1.0
50381,106,-721.5819444444444,9.0,11.452777777777778,0.0777199074074074,0.0
51101,107,-866.2309602649007,194.5,10.543055555555556,0.059984363502575425,0.0
51821,108,-1191.864510829269,275.5,11.530555555555555,0.16986862761519875,9.0
52541,109,-1007.3833088569905,156.25,12.488888888888889,0.07971779588375423,10.0
53261,110,-748.35,3.0,16.227777777777778,0.16597222222222222,5.0
53981,111,-768.1125,8.0,16.119444444444444,0.12361111111111112,8.0
54701,112,-969.3672542251129,197.33333333333334,14.491666666666667,0.18587272850052136,4.0
55421,113,-967.0131567470005,172.33333333333334,11.518055555555556,0.0665013420721812,9.0
56141,114,-773.3708549222798,120.0,12.283333333333333,0.016191709844559588,1.0
56861,115,-753.2413461538462,0.0,18.016666666666666,0.10576923076923075,6.0
57581,116,-741.534375,1.0,11.302777777777777,0.17683738425925927,4.0
58301,117,-716.935,0.0,13.365277777777777,0.11,0.0
59021,118,-724.0,0.0,17.88888888888889,0.0,0.0
59741,119,-758.6419889502763,57.0,10.994444444444444,0.05911730100266012,0.0
60461,120,-748.3045582706767,46.0,18.229166666666668,0.05773065476190476,0.0
61181,121,-713.4901785714286,0.5,13.883333333333333,0.22301091269841272,0.0
61901,122,-763.7101190476191,4.5,13.991666666666667,0.25431823192239855,8.0
62621,123,-771.2037302371541,21.666666666666668,13.551388888888889,0.1090745544210218,7.0
63341,124,-809.7430894536499,88.33333333333333,13.194444444444445,0.08985047519530279,0.0
64061,125,-758.9724759615385,2.5,17.193055555555556,0.1913695245726496,7.0
64781,126,-858.9839824120603,354.0,16.363888888888887,0.0054281825795644886,0.0
65501,127,-725.1690789473685,1.0,13.190277777777778,0.20413925438596492,2.0
66221,128,-723.109756097561,1.0,17.408333333333335,0.17630081300813005,2.0
66941,129,-742.925,3.0,16.81111111111111,0.08298611111111111,4.0
67661,130,-730.0,0.0,17.6875,0.0,1.0
68381,131,-724.0,0.0,15.286111111111111,0.0,0.0
69101,132,-722.959375,0.0,16.677777777777777,0.09375,1.0
69821,133,-730.4125,3.0,12.809722222222222,0.12447916666666667,2.0
70541,134,-730.0,0.0,17.81388888888889,0.0,1.0
71261,135,-724.0,0.0,13.284722222222221,0.0,0.0
71981,136,-724.0,0.0,17.309722222222224,0.0,0.0
72701,137,-741.025,0.0,15.152777777777779,0.25,4.0
73421,138,-724.0,0.0,18.883333333333333,0.0,0.0
74141,139,-730.0,0.0,13.956944444444444,0.0,1.0
74861,140,-710.426048951049,0.0,16.072222222222223,0.27869560994561,0.0
75581,141,-740.9333333333334,0.0,17.113888888888887,0.1111111111111111,4.0
76301,142,-794.559375,14.0,17.075,0.09192708333333334,12.0
77021,143,-743.1014705882353,4.0,14.2375,0.13161764705882353,4.0
77741,144,-750.3465909090909,7.0,12.713888888888889,0.1012784090909091,5.0
78461,145,-723.7055555555555,2.0,10.768055555555556,0.12926954732510287,1.0
79181,146,-716.8954545454545,0.0,15.779166666666667,0.13636363636363635,0.0
79901,147,-724.0,0.0,14.302777777777777,0.0,0.0
80621,148,-735.4115384615385,0.0,13.794444444444444,0.19230769230769235,3.0
81341,149,-730.0,0.0,14.052777777777777,0.0,1.0
82061,150,-717.1916666666666,0.0,11.505555555555556,0.1388888888888889,0.0
82781,151,-729.0931818181818,0.0,17.27777777777778,0.20454545454545456,2.0
83501,152,-941.1238020424195,258.0,14.647222222222222,0.02251361976666376,4.0
84221,153,-775.8865384615385,66.0,17.668055555555554,0.0484045584045584,2.0
84941,154,-791.2996030745968,28.333333333333332,11.308333333333334,0.10072323378696235,9.0
85661,155,-829.8604282592147,52.0,9.194444444444445,0.13491613393468277,6.0
86381,156,-821.1109019843057,53.0,14.41388888888889,0.1261858058256269,6.0
87101,157,-1095.4620781641443,158.5,9.625,0.05993460686002285,4.0
87821,158,-771.313457408733,44.5,12.823611111111111,0.07150590551181103,4.0
88541,159,-810.8705882352941,120.0,11.29861111111111,0.01633986928104575,7.0
89261,160,-767.3595170454546,125.0,12.36111111111111,0.022303109217171716,0.0
89981,161,-724.0,0.0,13.363888888888889,0.0,0.0
90701,162,-789.3122380503885,53.5,11.591666666666667,0.06652612628522095,6.0
91421,163,-724.0,0.0,16.895833333333332,0.0,0.0
92141,164,-724.0,0.0,15.78888888888889,0.0,0.0
92861,165,-730.0,0.0,14.716666666666667,0.0,1.0
93581,166,-724.0,0.0,12.381944444444445,0.0,0.0
94301,167,-730.0,0.0,17.802777777777777,0.0,1.0
95021,168,-736.6065217391305,3.0,16.020833333333332,0.19483695652173916,3.0
95741,169,-728.475,7.5,11.397222222222222,0.24710648148148145,2.0
96461,170,-724.0,0.0,12.319444444444445,0.0,0.0
97181,171,-724.0,0.0,11.772222222222222,0.0,0.0
97901,172,-724.0,0.0,12.981944444444444,0.0,0.0
98621,173,-724.0,0.0,11.958333333333334,0.0,0.0
99341,174,-779.9331905241936,85.0,15.634722222222223,0.04782846102150538,0.0
100061,175,-723.5132352941176,1.0,17.68888888888889,0.1909109477124183,1.0
100781,176,-716.725,0.0,16.194444444444443,0.25,0.0
101501,177,-724.0,0.0,16.068055555555556,0.0,0.0
102221,178,-730.0,0.0,12.672222222222222,0.0,1.0
102941,179,-724.0,0.0,17.773611111111112,0.0,0.0
103661,180,-724.0,0.0,15.161111111111111,0.0,0.0
104381,181,-724.0,0.0,14.52361111111111,0.0,0.0
105101,182,-724.0,0.0,14.719444444444445,0.0,0.0
105821,183,-724.0,0.0,18.72222222222222,0.0,0.0
106541,184,-1002.6934121621621,712.0,17.71388888888889,4.8798798798798804e-05,0.0
107261,185,-730.0,0.0,18.20277777777778,0.0,1.0
107981,186,-742.0,0.0,14.630555555555556,0.0,3.0
108701,187,-724.0,0.0,16.336111111111112,0.0,0.0
109421,188,-724.0,0.0,15.080555555555556,0.0,0.0
110141,189,-834.8196916076845,93.0,13.458333333333334,0.04681859248024566,8.0
110861,190,-724.0,0.0,13.133333333333333,0.0,0.0
111581,191,-730.0,0.0,16.554166666666667,0.0,1.0
112301,192,-724.0,0.0,12.598611111111111,0.0,0.0
113021,193,-724.0,0.0,15.172222222222222,0.0,0.0
113741,194,-724.0,0.0,17.179166666666667,0.0,0.0
114461,195,-862.3326923076922,358.0,14.363888888888889,0.005801282051282052,0.0
115181,196,-781.3138888888889,9.0,17.075,0.1554398148148148,10.0
115901,197,-724.0,0.0,15.555555555555555,0.0,0.0
116621,198,-724.0321428571428,1.0,16.793055555555554,0.1783234126984127,1.0
117341,199,-735.6692307692308,2.0,16.78472222222222,0.15341880341880343,3.0
118061,200,-724.0,0.0,16.15,0.0,0.0
118781,201,-724.0,0.0,16.866666666666667,0.0,0.0
119501,202,-724.0,0.0,18.198611111111113,0.0,0.0
120221,203,-724.0,0.0,19.252777777777776,0.0,0.0
120941,204,-928.0917127071823,526.0,18.684722222222224,0.0014886433394720687,0.0
121661,205,-724.0,0.0,17.26527777777778,0.0,0.0
122381,206,-774.0510641163793,76.5,11.754166666666666,0.037971256884578544,0.0
123101,207,-724.05,1.0,14.058333333333334,0.19972222222222225,1.0
123821,208,-753.9133928571429,21.5,14.368055555555555,0.10870039682539684,4.0
124541,209,-724.0,0.0,14.8375,0.0,0.0
125261,210,-1272.9197274094238,442.3333333333333,10.6375,0.030542741681530428,6.0
125981,211,-1577.6962581861674,63.89473684210526,3.1666666666666665,0.19278964545540747,82.0
126562,212,-1422.8078398858565,84.94736842105263,2.910499139414802,0.163188350259348,52.0
127282,213,-1389.8674535518346,86.71428571428571,3.209722222222222,0.10432844759040305,43.0
128002,214,-1869.8024550225857,167.46153846153845,4.555555555555555,0.11426702897044466,57.0
128722,215,-1999.3351481448524,196.93333333333334,5.588888888888889,0.1032348048962596,28.0
129442,216,-2508.2816659001896,197.31578947368422,6.0472222222222225,0.10345522144646947,63.0
130162,217,-2382.0460189701716,223.0,6.525,0.1007209775479359,54.0
130882,218,-1222.3462922131098,98.71428571428571,7.301388888888889,0.07304273901765848,44.0
131602,219,-909.4272727272728,0.0,18.2625,0.18181818181818182,32.0
132322,220,-1193.9571172709261,202.4,11.88888888888889,0.06692929235574031,16.0
133042,221,-852.2146312708617,47.833333333333336,11.158333333333333,0.14509974326141936,8.0
133762,222,-954.3311767116486,203.66666666666666,16.647222222222222,0.0847381885118478,1.0
134482,223,-977.2651570048309,156.0,10.7375,0.022441402755412416,23.0
135202,224,-996.7805224909159,344.0,16.334722222222222,0.03199560762366175,1.0
135922,225,-794.3357157548334,82.5,12.805555555555555,0.04796837149778326,3.0
136642,226,-1007.8593568577649,344.0,14.856944444444444,0.046803501955329785,3.0
137362,227,-845.7065711462451,168.0,15.123611111111112,0.02655838274044796,0.0
138082,228,-730.0,0.0,18.654166666666665,0.0,1.0
138802,229,-730.0,0.0,16.1875,0.0,1.0
139522,230,-724.3875,0.0,18.025,0.175,1.0
140242,231,-989.8897820163488,682.0,12.220833333333333,0.00035952164698758706,0.0
140962,232,-730.0,0.0,12.570833333333333,0.0,1.0
141682,233,-781.9714214058392,59.666666666666664,12.394444444444444,0.08640926803550472,1.0
142402,234,-1055.506851927763,76.33333333333333,9.558333333333334,0.05980310499689186,43.0
143122,235,-765.3496934165232,60.5,13.968055555555555,0.052897228796136925,1.0
143842,236,-863.075,4.0,11.308333333333334,0.14916666666666664,24.0
144562,237,-724.0,0.0,14.854166666666666,0.0,0.0
145282,238,-919.3770833333333,238.5,15.716666666666667,0.16095293209876543,3.0
146002,239,-718.1772727272728,2.0,13.820833333333333,0.18131313131313134,0.0
146722,240,-769.1096428571428,58.5,13.430555555555555,0.04900198412698412,2.0
147442,241,-745.61,40.0,16.644444444444446,0.056666666666666664,2.0
148162,242,-840.8855323367907,43.5,11.345833333333333,0.0785094019049556,16.0
148882,243,-860.8971124620061,86.0,11.561111111111112,0.05644461330631543,13.0
149602,244,-1167.6612068965517,120.0,15.88888888888889,0.021551724137931036,67.0
150322,245,-749.126724137931,47.0,12.691666666666666,0.045661717752235,2.0
151042,246,-1065.8866368286444,247.33333333333334,16.461111111111112,0.16345019892014775,10.0
151762,247,-1687.5267172150038,603.5,13.480555555555556,0.003154800930411514,3.0
152482,248,-1085.0160662806302,182.5,13.294444444444444,0.07012941976719997,16.0
153202,249,-1213.464212990867,296.5,12.033333333333333,0.05328916685679325,7.0
153922,250,-1234.275236464905,216.5,9.672222222222222,0.028116469960123923,31.0
154642,251,-1233.9955842391305,402.3333333333333,17.104166666666668,0.03311147594605475,8.0
155362,252,-1012.4174430641822,347.5,10.659722222222221,0.04161131239935588,4.0
156082,253,-936.5987635040898,167.33333333333334,10.609722222222222,0.019211335748371798,4.0
156802,254,-771.6598214285714,60.0,11.738888888888889,0.024553571428571428,5.0
157522,255,-736.0,0.0,12.6125,0.0,2.0
158242,256,-746.9103260869565,29.0,11.947222222222223,0.05737469806763285,3.0
158962,257,-773.5320359281437,131.0,14.375,0.00979707252162342,0.0
159682,258,-791.5607142857143,20.0,16.954166666666666,0.09027777777777778,11.0
160402,259,-742.0,0.0,11.652777777777779,0.0,3.0
161122,260,-730.0,0.0,13.445833333333333,0.0,1.0
161842,261,-724.0,0.0,18.226388888888888,0.0,0.0
162562,262,-724.0,0.0,14.555555555555555,0.0,0.0
163282,263,-724.0,0.0,17.218055555555555,0.0,0.0
164002,264,-724.0,0.0,13.518055555555556,0.0,0.0
164722,265,-724.0,0.0,18.166666666666668,0.0,0.0
165442,266,-724.0,0.0,18.190277777777776,0.0,0.0
166162,267,-724.0,0.0,16.476388888888888,0.0,0.0
166882,268,-724.0,0.0,15.848611111111111,0.0,0.0
167602,269,-724.0,0.0,12.501388888888888,0.0,0.0
168322,270,-724.0,0.0,14.994444444444444,0.0,0.0
169042,271,-730.0,0.0,11.808333333333334,0.0,1.0
169762,272,-724.0,0.0,13.759722222222223,0.0,0.0
170482,273,-724.0,0.0,15.540277777777778,0.0,0.0
171202,274,-724.0,0.0,15.720833333333333,0.0,0.0
171922,275,-724.0,0.0,12.152777777777779,0.0,0.0
172642,276,-724.0,0.0,12.9,0.0,0.0
173362,277,-724.0,0.0,12.266666666666667,0.0,0.0
174082,278,-2849.3882927706313,521.0,16.761111111111113,0.010816743577002044,16.0
174802,279,-1885.2208845546481,419.0,11.563888888888888,0.017704803606069502,4.0
175522,280,-1293.092592640741,285.0,11.718055555555555,0.021514535425977813,5.0
176242,281,-2206.1803685360255,399.22222222222223,9.158333333333333,0.026976514637037638,16.0
176962,282,-1775.7349489827761,371.2857142857143,14.5625,0.025901328800362493,9.0
177682,283,-2026.7405493409012,403.375,12.356944444444444,0.07771826927783211,10.0
178402,284,-1628.0131015287736,381.1666666666667,9.668055555555556,0.02340859865973171,4.0
179122,285,-1302.8737418027144,318.75,10.422222222222222,0.05065458526782226,15.0
179842,286,-1678.70158604199,340.57142857142856,11.386111111111111,0.030374604360548972,8.0
180562,287,-991.7933712121212,686.0,14.377777777777778,0.0002086840628507295,0.0
181282,288,-1747.0652355485058,412.8333333333333,14.790277777777778,0.01400541170507862,11.0
182002,289,-1981.6151165843403,399.125,12.347222222222221,0.02191626365533492,3.0
182722,290,-1851.7754093983945,561.2,11.729166666666666,0.005818529242932101,6.0
183442,291,-1715.652874213719,478.4,13.594444444444445,0.007331501760406414,11.0
184162,292,-1319.8453300190477,379.0,11.358333333333333,0.021061594410350458,2.0
184882,293,-1834.0811773177368,331.875,12.658333333333333,0.0379314978107168,16.0
185602,294,-1120.5036227295918,336.3333333333333,11.411111111111111,0.015655494374493928,2.0
186322,295,-1575.7997146897778,487.25,13.095833333333333,0.01113520251890797,16.0
187042,296,-739.853125,53.0,12.002777777777778,0.02894965277777778,0.0
187762,297,-1538.9051355362321,479.0,13.884722222222223,0.009155745917384318,11.0
188482,298,-876.0856138107417,366.0,10.759722222222223,0.004715473145780052,2.0
189202,299,-1460.405087073943,613.3333333333334,11.197222222222223,0.0015173850396308025,3.0
189922,300,-1737.8757498959658,362.85714285714283,15.244444444444444,0.025168018403939903,7.0
190642,301,-2214.876318118073,513.4285714285714,16.7375,0.01096209585858299,15.0
191362,302,-1879.0899690605759,584.2,11.588888888888889,0.004136896705010403,3.0
192082,303,-890.8886890951276,403.0,12.031944444444445,0.003319960041247744,2.0
192802,304,-1995.9348430358355,528.8333333333334,12.133333333333333,0.008460002773918727,7.0
193522,305,-1127.271531528244,506.0,14.834722222222222,0.004339841912778346,2.0
194242,306,-897.4838362068965,406.0,16.9375,0.004699473180076629,3.0
194962,307,-871.2883720930232,369.0,12.893055555555556,0.0037790697674418604,1.0
195682,308,-1214.167953539195,607.5,16.42361111111111,0.002161796843957541,3.0
196402,309,-1194.1308122674243,597.0,13.695833333333333,0.0014765684659513586,0.0
197122,310,-1370.1519854061735,521.0,15.33611111111111,0.004249188138022992,5.0
197842,311,-1183.63295036187,553.0,12.9875,0.0016717940710676376,5.0
198562,312,-1202.6630270322896,372.6666666666667,11.354166666666666,0.013841088636674232,8.0
199282,313,-831.0819711538461,285.0,16.15277777777778,0.00726161858974359,0.0
200002,314,-974.993842364532,584.0,15.890277777777778,0.0007754059478197409,4.0
200722,315,-724.0,0.0,11.541666666666666,0.0,0.0
201442,316,-724.0,0.0,16.725,0.0,0.0
202162,317,-724.0,0.0,17.43611111111111,0.0,0.0
202882,318,-730.0,0.0,15.16388888888889,0.0,1.0
203602,319,-724.0,0.0,17.377777777777776,0.0,0.0
204322,320,-730.0,0.0,17.33888888888889,0.0,1.0
205042,321,-954.9933467741936,594.0,17.183333333333334,0.0007762096774193548,0.0
205762,322,-724.0,0.0,11.7125,0.0,0.0
206482,323,-724.0,0.0,16.169444444444444,0.0,0.0
207202,324,-730.0,0.0,11.434722222222222,0.0,1.0
207922,325,-730.0,0.0,11.772222222222222,0.0,1.0
208642,326,-977.2914901664145,634.0,16.04722222222222,0.0006776348966212809,1.0
209362,327,-2019.4392903203354,434.6,16.718055555555555,0.009743489527722892,75.0
210082,328,-3002.5164316989153,300.0,9.084722222222222,0.12252142365961646,36.0
210802,329,-1349.8325525824212,210.5,10.268055555555556,0.062432328144317886,26.0
211522,330,-2801.5444497793073,372.27272727272725,14.333333333333334,0.0813257581673583,83.0
212242,331,-1548.8087399944416,227.5,13.320833333333333,0.03307616735867414,80.0
212962,332,-1411.9035858585858,282.0,14.1875,0.09485573325851103,79.0
213682,333,-1815.2804974908415,274.0,12.044444444444444,0.06316153551644273,27.0
214402,334,-1186.8463257008268,386.0,12.004166666666666,0.00806078754789824,3.0
215122,335,-1571.1158177613415,300.6666666666667,11.4125,0.03952800237380874,27.0
215842,336,-2308.058442543851,476.7142857142857,16.084722222222222,0.01354314763338456,48.0
216562,337,-1852.200428210883,346.4,13.469444444444445,0.11397592319385018,78.0
217282,338,-2514.072166309274,471.2857142857143,15.179166666666667,0.014230864420708306,85.0
218002,339,-2136.6592235747507,545.0,15.134722222222223,0.0064277442641274725,94.0
218722,340,-1127.7820177979524,492.0,16.538888888888888,0.0024772264959145294,4.0
219442,341,-1439.4675525872753,447.6666666666667,11.158333333333333,0.012916067778620812,32.0
220162,342,-1174.892194645845,307.3333333333333,12.204166666666667,0.025477041202756946,17.0
220882,343,-1397.1253721406144,486.6666666666667,11.604166666666666,0.013565154198126136,18.0
221602,344,-1576.506455070669,605.3333333333334,17.770833333333332,0.0017453588827230613,23.0
222322,345,-1291.3384807798266,484.3333333333333,14.225,0.006964731415593783,1.0
223042,346,-915.2840801886792,389.0,14.093055555555555,0.004879127358490566,7.0
223762,347,-1475.5531541767766,571.6666666666666,14.968055555555555,0.004565442761479064,13.0
224482,348,-1686.3258074594535,578.5,12.2375,0.0020464395257843936,85.0
225202,349,-1141.4619450610433,447.5,15.430555555555555,0.007758232879105521,12.0
225922,350,-946.5876730103806,558.0,11.8625,0.001849048442906574,1.0
226642,351,-898.0,0.0,18.268055555555556,0.0,29.0
227362,352,-766.0,0.0,16.872222222222224,0.0,7.0
228082,353,-1245.937629571116,448.0,12.568055555555556,0.0075664335660287,0.0
228802,354,-990.4916083916085,682.0,15.03888888888889,0.00029526029526029526,0.0
229522,355,-724.0,0.0,16.41111111111111,0.0,0.0
230242,356,-899.2036585365854,236.0,17.380555555555556,0.16911698283649504,0.0
230962,357,-958.5936655405405,573.0,18.41111111111111,0.0008621903153153154,2.0
231682,358,-730.0,0.0,18.354166666666668,0.0,1.0
232402,359,-748.0,0.0,18.352777777777778,0.0,4.0
233122,360,-989.3951923076922,680.0,14.127777777777778,0.00017806267806267804,0.0
233842,361,-760.0,0.0,16.591666666666665,0.0,6.0
234562,362,-1072.423054856306,447.0,15.290277777777778,0.004391278576955852,0.0
235282,363,-889.384375,430.0,18.4,0.004195601851851851,0.0
236002,364,-953.4950248756219,591.0,14.427777777777777,0.0005942509673852957,0.0
236722,365,-922.8903492647058,513.0,17.041666666666668,0.0018497242647058823,0.0
237442,366,-724.0,0.0,12.909722222222221,0.0,0.0
238162,367,-1183.4649193029318,590.5,13.661111111111111,0.00272099132449155,0.0
238882,368,-736.0,0.0,12.206944444444444,0.0,2.0
239602,369,-724.0,0.0,15.3375,0.0,0.0
240322,370,-724.0,0.0,12.675,0.0,0.0
241042,371,-975.3916419019316,637.0,17.476388888888888,0.0006423353145121347,0.0
241762,372,-730.0,0.0,13.6875,0.0,1.0
242482,373,-724.0,0.0,19.09722222222222,0.0,0.0
243202,374,-730.0,0.0,14.443055555555556,0.0,1.0
243922,375,-724.0,0.0,15.825,0.0,0.0
244642,376,-730.0,0.0,12.972222222222221,0.0,1.0
